183;portl;35,00
184;kpl_m;10,00
184;ports;20,00
184;portm;50,00
184;portl;100,00
185;dl;60,00
185;ports;15,00
185;portm;25,00
185;portl;35,00
186;dl;80,00
186;portm;175,00
186;portl;200,00
186;ports;135,00
187;dl;65,00
187;rkl;11,00
187;portm;175,00
187;portl;200,00
187;ports;135,00
188;dl;80,00
188;rkl;12,00
188;portm;175,00
188;portl;200,00
188;ports;135,00
189;dl;60,00
189;rkl;9,00
189;ports;15,00
189;portm;25,00
189;portl;35,00
190;dl;65,00
190;rkl;11,00
190;portl;200,00
190;ports;135,00
190;portm;175,00
191;dl;65,00
191;rkl;11,00
191;portl;200,00
191;ports;135,00
191;portm;175,00
202;ports;20,00
202;portm;40,00
202;portl;60,00
203;kpl_s;1,00
203;kpl_m;2,00
203;kpl_l;3,00
203;dl;12,00
203;ports;20,00
203;portm;50,00
203;portl;100,00
204;ports;120,00
204;portm;180,00
204;portl;240,00
205;kpl_m;60,00
205;ports;120,00
205;portm;180,00
205;portl;240,00
206;dl;75,00
206;rkl;11,00
206;ports;20,00
206;portl;60,00
206;portm;35,00
207;ports;125,00
207;portl;250,00
207;portm;180,00
209;dl;30,00
209;ports;20,00
209;portm;40,00
209;portl;60,00
300;kpl_s;35,00
300;kpl_m;65,00
300;kpl_l;100,00
300;ports;40,00
300;portm;60,00
300;portl;100,00
302;ports;10,00
302;portm;15,00
302;portl;30,00
303;ports;30,00
303;portm;60,00
303;portl;90,00
304;kpl_s;80,00
304;kpl_m;170,00
304;kpl_l;270,00
304;ports;40,00
304;portm;60,00
304;portl;100,00
305;kpl_m;80,00
305;ports;40,00
305;portm;60,00
305;portl;100,00
307;kpl_s;30,00
307;kpl_m;40,00
307;kpl_l;50,00
307;ports;30,00
307;portl;90,00
307;portm;60,00
308;kpl_m;10,00
308;ports;40,00
308;portm;60,00
308;portl;100,00
309;kpl_s;100,00
309;kpl_m;150,00
309;kpl_l;200,00
309;ports;40,00
309;portm;60,00
309;portl;100,00
310;kpl_m;70,00
310;ports;40,00
310;portm;60,00
310;portl;100,00
311;kpl_s;200,00
311;kpl_m;600,00
311;kpl_l;800,00
311;ports;40,00
311;portm;60,00
311;portl;100,00
312;kpl_m;180,00
312;ports;40,00
312;portm;60,00
312;portl;100,00
313;dl;60,00
313;ports;50,00
313;portm;80,00
313;portl;110,00
320;kpl_s;800,00
320;kpl_m;1200,00
320;kpl_l;1500,00
320;dl;40,00
320;portm;60,00
320;ports;30,00
320;portl;90,00
321;dl;40,00
321;portm;60,00
321;portl;90,00
321;ports;30,00
322;kpl_s;400,00
322;kpl_m;600,00
322;kpl_l;1000,00
322;dl;40,00
322;ports;50,00
322;portm;100,00
322;portl;150,00
324;kpl_s;200,00
324;kpl_m;350,00
324;kpl_l;600,00
324;ports;40,00
324;portm;60,00
324;portl;100,00
326;dl;50,00
326;ports;20,00
326;portm;50,00
326;portl;100,00
327;kpl_m;15,00
327;dl;60,00
327;ports;40,00
327;portm;60,00
327;portl;100,00
329;kpl_m;230,00
329;ports;40,00
329;portm;60,00
329;portl;100,00
330;kpl_s;40,00
330;kpl_m;100,00
330;kpl_l;150,00
330;ports;20,00
330;portm;50,00
330;portl;100,00
331;kpl_m;500,00
331;dl;25,00
331;ports;20,00
331;portm;50,00
331;portl;100,00
333;portl;5,00
333;portm;2,00
333;ports;0,50
333;rkl;2,00
334;dl;40,00
334;portl;100,00
334;ports;20,00
334;portm;50,00
335;kpl_s;30,00
335;kpl_m;55,00
335;kpl_l;200,00
335;dl;90,00
335;ports;40,00
335;portm;60,00
335;portl;100,00
336;rkl;9,00
336;tl;3,00
336;ports;5,00
336;portm;10,00
336;portl;20,00
337;kpl_s;120,00
337;kpl_m;200,00
337;kpl_l;280,00
337;ports;40,00
337;portm;60,00
337;portl;100,00
338;kpl_m;165,00
338;dl;60,00
338;ports;40,00
338;portm;60,00
338;portl;100,00
339;kpl_s;335,00
339;kpl_m;380,00
339;kpl_l;530,00
339;dl;50,00
339;ports;20,00
339;portm;50,00
339;portl;100,00
340;portl;60,00
340;ports;15,00
340;kpl_m;7,00
340;dl;55,00
340;portm;30,00
342;ports;100,00
342;portm;200,00
342;portl;270,00
343;dl;80,00
343;ports;80,00
343;portm;150,00
343;portl;200,00
344;dl;60,00
344;portm;60,00
344;portl;90,00
344;ports;30,00
345;kpl_s;5,00
345;kpl_m;15,00
345;dl;30,00
345;ports;100,00
345;portm;200,00
345;portl;270,00
346;kpl_s;250,00
346;kpl_m;400,00
346;kpl_l;600,00
346;dl;45,00
346;ports;40,00
346;portm;60,00
346;portl;100,00
347;kpl_s;70,00
347;kpl_m;100,00
347;kpl_l;200,00
347;ports;15,00
347;portm;30,00
347;portl;60,00
348;portl;60,00
348;portm;30,00
348;ports;15,00
348;kpl_s;70,00
348;kpl_m;100,00
348;kpl_l;200,00
350;kpl_m;600,00
350;ports;40,00
350;portm;60,00
350;portl;100,00
351;dl;120,00
351;rkl;18,00
351;ports;10,00
351;portm;25,00
351;portl;40,00
352;kpl_s;75,00
352;kpl_m;125,00
352;kpl_l;170,00
352;ports;40,00
352;portm;60,00
352;portl;100,00
353;portl;50,00
353;ports;10,00
353;dl;120,00
353;rkl;18,00
353;tl;5,00
353;portm;20,00
354;dl;90,00
354;ports;5,00
354;portm;15,00
354;portl;30,00
355;kpl_s;120,00
355;kpl_m;170,00
355;kpl_l;230,00
355;ports;40,00
355;portm;60,00
355;portl;100,00
356;dl;60,00
356;ports;50,00
356;portm;80,00
356;portl;110,00
358;portl;300,00
358;portm;200,00
358;ports;150,00
358;dl;100,00
358;rkl;15,00
359;kpl_s;300,00
359;kpl_m;850,00
359;kpl_l;1000,00
359;dl;25,00
359;portl;100,00
359;ports;20,00
359;portm;50,00
360;portl;100,00
360;ports;20,00
360;portm;50,00
362;kpl_s;200,00
362;kpl_m;400,00
362;kpl_l;500,00
362;dl;30,00
362;ports;40,00
362;portm;60,00
362;portl;100,00
363;ports;40,00
363;portm;60,00
363;portl;100,00
364;ports;20,00
364;portm;50,00
364;portl;100,00
367;kpl_s;25,00
367;kpl_m;40,00
367;kpl_l;60,00
367;dl;40,00
367;portm;200,00
367;ports;100,00
367;portl;270,00
368;ports;115,00
368;portm;215,00
368;portl;285,00
369;portm;2,00
369;ports;0,50
369;portl;5,00
369;rkl;2,50
370;dl;60,00
370;ports;25,00
370;portm;45,00
370;portl;65,00
371;dl;85,00
371;ports;5,00
371;portm;15,00
371;portl;30,00
372;kpl_m;15,00
372;dl;55,00
372;rkl;9,00
372;ports;25,00
372;portm;45,00
372;portl;65,00
373;ports;30,00
373;dl;85,00
373;portm;37,50
373;portl;45,00
375;kpl_m;1,00
375;dl;65,00
375;rkl;10,00
375;ports;20,00
375;portm;50,00
375;portl;100,00
376;dl;60,00
376;rkl;6,00
376;ports;20,00
376;portm;50,00
376;portl;100,00
377;kpl_m;15,00
377;ports;20,00
377;portm;50,00
377;portl;100,00
378;kpl_m;0,70
378;dl;70,00
378;rkl;10,00
378;ports;20,00
378;portm;50,00
378;portl;100,00
379;dl;70,00
379;rkl;10,00
379;ports;20,00
379;portm;50,00
379;portl;100,00
380;dl;55,00
380;ports;5,00
380;portm;15,00
380;portl;30,00
381;dl;55,00
381;ports;5,00
381;portm;15,00
381;portl;30,00
382;dl;35,00
382;rkl;5,00
382;ports;2,00
382;portm;5,00
382;portl;10,00
383;dl;65,00
383;rkl;10,00
383;ports;20,00
383;portm;50,00
383;portl;100,00
384;kpl_m;0,40
384;dl;40,00
384;rkl;7,00
384;portm;20,00
384;portl;50,00
384;ports;7,00
385;dl;60,00
385;rkl;8,50
385;tl;3,00
385;ports;5,00
385;portm;15,00
385;portl;30,00
386;portl;100,00
386;kpl_s;120,00
386;kpl_m;170,00
386;kpl_l;230,00
386;ports;40,00
386;portm;60,00
387;portl;100,00
387;kpl_s;120,00
387;kpl_m;170,00
387;kpl_l;230,00
387;ports;40,00
387;portm;60,00
388;kpl_s;120,00
388;kpl_m;170,00
388;kpl_l;230,00
388;ports;40,00
388;portm;60,00
388;portl;100,00
389;kpl_s;200,00
389;kpl_m;350,00
389;kpl_l;450,00
389;ports;40,00
389;portm;60,00
389;portl;100,00
390;portl;300,00
390;portm;200,00
390;ports;150,00
390;dl;100,00
390;rkl;15,00
391;portm;37,50
391;dl;85,00
391;ports;30,00
391;portl;45,00
392;dl;40,00
392;rkl;7,00
392;ports;0,50
392;portl;5,00
392;portm;2,00
393;portl;5,00
393;portm;2,00
393;ports;0,50
393;kpl_m;3,50
394;dl;120,00
394;rkl;18,00
394;ports;10,00
394;portm;25,00
394;portl;40,00
395;dl;70,00
395;ports;60,00
395;portm;75,00
395;portl;90,00
396;dl;60,00
396;ports;50,00
396;portm;80,00
396;portl;110,00
398;dl;100,00
398;rkl;15,00
398;ports;40,00
398;portm;80,00
398;portl;150,00
399;portl;85,00
399;portm;60,00
399;ports;40,00
399;dl;80,00
401;dl;25,00
401;ports;10,00
401;portm;30,00
401;portl;60,00
408;kpl_m;20,00
408;dl;65,00
408;ports;60,00
408;portm;110,00
408;portl;180,00
409;kpl_m;7,00
409;dl;50,00
409;ports;20,00
409;portm;40,00
409;portl;60,00
411;kpl_m;45,00
411;dl;105,00
411;ports;60,00
411;portm;110,00
411;portl;180,00
412;ports;20,00
412;portl;60,00
412;portm;40,00
417;dl;95,00
417;ports;60,00
417;portm;110,00
417;portl;180,00
423;kpl_m;7,00
423;dl;70,00
423;ports;70,00
423;portm;160,00
423;portl;300,00
427;dl;65,00
427;ports;20,00
427;portm;40,00
427;portl;60,00
428;kpl_m;0,40
428;dl;60,00
428;rkl;9,00
428;tl;3,00
428;ports;20,00
428;portm;40,00
428;portl;60,00
431;portl;50,00
431;portm;20,00
431;ports;10,00
431;kpl_m;5,00
431;dl;30,00
432;dl;70,00
432;ports;60,00
432;portm;110,00
432;portl;180,00
433;dl;100,00
433;rkl;15,00
433;tl;5,00
433;ports;150,00
433;portm;200,00
433;portl;300,00
434;dl;100,00
434;rkl;15,00
434;tl;5,00
434;ports;150,00
434;portm;200,00
434;portl;300,00
435;dl;100,00
435;rkl;15,00
435;tl;5,00
435;ports;150,00
435;portm;200,00
435;portl;300,00
436;dl;100,00
436;rkl;15,00
436;tl;5,00
436;ports;150,00
436;portm;200,00
436;portl;300,00
437;dl;100,00
437;rkl;15,00
437;tl;5,00
437;ports;150,00
437;portm;200,00
437;portl;300,00
438;dl;100,00
438;rkl;15,00
438;portl;300,00
438;portm;200,00
438;ports;150,00
438;tl;5,00
440;dl;60,00
440;rkl;12,00
440;ports;60,00
440;portm;120,00
440;portl;180,00
441;dl;60,00
441;rkl;12,00
441;ports;60,00
441;portm;120,00
441;portl;180,00
442;dl;60,00
442;rkl;12,00
442;ports;60,00
442;portm;120,00
442;portl;180,00
444;dl;50,00
444;rkl;10,00
444;ports;60,00
444;portm;120,00
444;portl;180,00
445;dl;50,00
445;rkl;10,00
445;portl;180,00
445;portm;120,00
445;ports;60,00
446;dl;45,00
446;rkl;9,00
446;ports;60,00
446;portm;120,00
446;portl;180,00
447;dl;50,00
447;rkl;10,00
447;ports;60,00
447;portm;120,00
447;portl;180,00
448;dl;50,00
448;rkl;10,00
448;ports;60,00
448;portm;120,00
448;portl;180,00
449;dl;50,00
449;rkl;10,00
449;ports;60,00
449;portm;120,00
449;portl;180,00
450;dl;115,00
450;rkl;17,00
450;tl;5,50
450;ports;17,00
450;portm;40,00
450;portl;65,00
451;ports;25,00
451;portm;30,00
451;portl;50,00
451;dl;100,00
451;rkl;15,00
451;tl;5,00
452;ports;25,00
452;portm;30,00
452;portl;50,00
452;dl;100,00
452;rkl;15,00
452;tl;5,00
453;ports;25,00
453;portm;30,00
453;portl;50,00
453;dl;100,00
453;rkl;15,00
453;tl;5,00
454;dl;55,00
454;rkl;12,00
454;ports;60,00
454;portm;120,00
454;portl;180,00
455;dl;55,00
455;rkl;11,00
455;ports;60,00
455;portm;120,00
455;portl;180,00
456;dl;115,00
456;rkl;17,00
456;tl;5,50
456;portm;20,00
456;ports;10,00
456;portl;30,00
457;dl;50,00
457;rkl;10,00
457;ports;60,00
457;portm;120,00
457;portl;180,00
458;dl;100,00
458;rkl;15,00
458;tl;5,00
458;ports;150,00
458;portm;200,00
458;portl;300,00
459;dl;100,00
459;rkl;15,00
459;tl;5,00
459;ports;25,00
459;portm;30,00
459;portl;50,00
461;ports;150,00
461;portm;200,00
461;portl;300,00
461;dl;100,00
461;rkl;15,00
461;tl;5,00
462;ports;150,00
462;portm;200,00
462;portl;300,00
462;dl;100,00
462;rkl;15,00
462;tl;5,00
463;ports;150,00
463;portm;200,00
463;portl;300,00
463;dl;100,00
463;rkl;15,00
463;tl;5,00
469;dl;100,00
469;rkl;15,00
469;tl;5,00
469;ports;150,00
469;portm;200,00
469;portl;300,00
471;dl;95,00
471;ports;60,00
471;portm;110,00
471;portl;180,00
472;dl;120,00
472;ports;17,00
472;portm;40,00
472;portl;80,00
473;dl;100,00
473;rkl;15,00
473;tl;5,00
473;ports;150,00
473;portm;200,00
473;portl;300,00
474;dl;100,00
474;rkl;15,00
474;tl;5,00
474;ports;150,00
474;portm;200,00
474;portl;300,00
476;dl;115,00
476;rkl;17,00
476;tl;5,50
476;ports;17,00
476;portm;40,00
476;portl;65,00
477;kpl_m;360,00
477;dl;70,00
477;ports;55,00
477;portl;250,00
477;portm;150,00
478;ports;150,00
478;portm;200,00
478;portl;300,00
478;dl;100,00
478;rkl;15,00
478;tl;5,00
500;dl;95,00
500;rkl;14,00
500;tl;4,50
500;ports;3,00
500;portm;6,00
500;portl;10,00
501;dl;95,00
501;rkl;14,00
501;tl;4,50
501;ports;3,00
501;portm;6,00
501;portl;10,00
516;dl;95,00
516;rkl;14,00
516;tl;4,50
516;ports;3,00
516;portm;6,00
516;portl;10,00
528;dl;95,00
528;rkl;14,00
528;ports;3,00
528;portm;6,00
528;portl;10,00
529;dl;95,00
529;rkl;14,00
529;ports;3,00
529;portm;6,00
529;portl;10,00
530;dl;95,00
530;rkl;14,00
530;tl;4,50
530;ports;3,00
530;portm;6,00
530;portl;10,00
531;dl;90,00
531;rkl;13,50
531;tl;4,50
531;ports;10,00
531;portm;25,00
531;portl;40,00
535;dl;90,00
535;rkl;13,50
535;tl;4,50
535;ports;10,00
535;portm;25,00
535;portl;40,00
536;dl;90,00
536;rkl;13,50
536;tl;4,50
536;ports;10,00
536;portm;25,00
536;portl;40,00
537;dl;90,00
537;rkl;13,50
537;tl;4,50
537;ports;10,00
537;portm;25,00
537;portl;40,00
540;dl;90,00
540;rkl;13,50
540;tl;4,50
540;ports;10,00
540;portm;25,00
540;portl;40,00
541;dl;90,00
541;rkl;13,50
541;tl;4,50
541;ports;10,00
541;portm;25,00
541;portl;40,00
542;dl;90,00
542;rkl;13,50
542;tl;4,50
542;ports;10,00
542;portm;25,00
542;portl;40,00
543;dl;90,00
543;rkl;13,50
543;tl;4,50
543;portl;40,00
543;portm;25,00
543;ports;10,00
550;dl;95,00
550;rkl;14,00
550;ports;3,00
550;portm;6,00
550;portl;10,00
552;dl;95,00
552;rkl;14,00
552;portl;10,00
552;portm;6,00
552;ports;3,00
553;dl;85,00
553;rkl;12,00
553;portl;10,00
553;portm;6,00
553;ports;3,00
562;dl;95,00
562;rkl;14,00
562;tl;4,50
562;ports;10,00
562;portm;25,00
562;portl;40,00
563;dl;95,00
563;rkl;14,00
563;tl;4,50
563;ports;10,00
563;portm;25,00
563;portl;40,00
565;dl;95,00
565;rkl;14,00
565;tl;4,50
565;ports;3,00
565;portm;6,00
565;portl;10,00
568;dl;95,00
568;rkl;14,00
568;tl;4,50
568;ports;3,00
568;portm;6,00
568;portl;10,00
570;dl;95,00
570;rkl;14,00
570;tl;4,50
570;ports;3,00
570;portm;6,00
570;portl;10,00
572;dl;95,00
572;rkl;14,00
572;tl;4,50
572;ports;3,00
572;portm;6,00
572;portl;10,00
576;dl;95,00
576;rkl;14,00
576;tl;4,50
576;ports;3,00
576;portm;6,00
576;portl;10,00
578;dl;95,00
578;rkl;14,00
578;tl;4,50
578;ports;10,00
578;portm;25,00
578;portl;40,00
579;dl;95,00
579;rkl;14,00
579;tl;4,50
579;ports;10,00
579;portm;25,00
579;portl;40,00
585;dl;95,00
585;rkl;14,00
585;tl;4,50
585;ports;3,00
585;portm;6,00
585;portl;10,00
586;dl;95,00
586;rkl;14,00
586;tl;4,50
586;ports;3,00
586;portm;6,00
586;portl;10,00
593;dl;95,00
593;rkl;14,00
593;tl;4,50
593;ports;3,00
593;portm;6,00
593;portl;10,00
597;dl;95,00
597;rkl;14,00
597;tl;4,50
597;ports;3,00
597;portm;6,00
597;portl;10,00
598;dl;90,00
598;rkl;13,50
598;tl;4,50
598;ports;3,00
598;portm;6,00
598;portl;10,00
599;dl;95,00
599;rkl;14,00
599;tl;4,50
599;ports;3,00
599;portm;6,00
599;portl;10,00
600;dl;100,00
600;rkl;15,00
600;tl;5,00
600;portm;200,00
600;ports;150,00
600;portl;400,00
602;dl;100,00
602;rkl;15,00
602;tl;5,00
602;ports;150,00
602;portm;200,00
602;portl;400,00
604;dl;100,00
604;rkl;15,00
604;tl;5,00
604;ports;150,00
604;portm;200,00
604;portl;400,00
606;dl;100,00
606;rkl;15,00
606;tl;5,00
606;ports;150,00
606;portm;200,00
606;portl;400,00
611;portl;400,00
611;portm;200,00
611;ports;150,00
611;dl;100,00
611;rkl;15,00
611;tl;5,00
612;portl;400,00
612;portm;200,00
612;ports;150,00
612;rkl;15,00
612;tl;5,00
612;dl;100,00
613;portl;400,00
613;portm;200,00
613;ports;150,00
613;dl;100,00
613;rkl;15,00
613;tl;5,00
615;dl;100,00
615;rkl;15,00
615;tl;5,00
615;ports;40,00
615;portl;200,00
615;portm;100,00
616;portl;400,00
616;portm;200,00
616;ports;150,00
616;dl;100,00
616;rkl;15,00
616;tl;5,00
617;dl;100,00
617;rkl;15,00
617;tl;5,00
617;ports;150,00
617;portm;200,00
617;portl;250,00
618;portl;250,00
618;dl;100,00
618;rkl;15,00
618;tl;5,00
618;ports;150,00
618;portm;200,00
619;portl;250,00
619;ports;150,00
619;dl;100,00
619;rkl;15,00
619;tl;5,00
619;portm;200,00
620;dl;100,00
620;rkl;15,00
620;tl;5,00
620;ports;100,00
620;portm;150,00
620;portl;200,00
622;dl;100,00
622;rkl;15,00
622;tl;5,00
622;portm;200,00
622;portl;250,00
622;ports;125,00
627;dl;100,00
627;rkl;15,00
627;tl;5,00
627;ports;150,00
627;portm;200,00
627;portl;400,00
628;dl;100,00
628;rkl;15,00
628;tl;5,00
628;ports;100,00
628;portm;150,00
628;portl;200,00
629;dl;100,00
629;rkl;15,00
629;tl;5,00
629;ports;25,00
629;portm;50,00
629;portl;100,00
630;dl;100,00
630;rkl;15,00
630;tl;5,00
630;ports;100,00
630;portm;150,00
630;portl;200,00
631;dl;100,00
631;rkl;15,00
631;tl;5,00
631;ports;170,00
631;portm;270,00
631;portl;450,00
632;dl;100,00
632;rkl;15,00
632;tl;5,00
632;ports;25,00
632;portm;50,00
632;portl;100,00
633;dl;100,00
633;rkl;15,00
633;tl;5,00
633;ports;25,00
633;portm;50,00
633;portl;100,00
635;ports;7,00
635;dl;85,00
635;rkl;9,50
635;tl;4,00
635;portm;15,00
635;portl;25,00
636;dl;100,00
636;rkl;15,00
636;tl;5,00
636;ports;150,00
636;portm;200,00
636;portl;250,00
637;portl;250,00
637;portm;200,00
637;ports;150,00
637;dl;100,00
637;rkl;15,00
637;tl;5,00
639;portl;250,00
639;portm;200,00
639;ports;150,00
639;dl;100,00
639;rkl;15,00
639;tl;5,00
640;dl;90,00
640;ports;20,00
640;portm;40,00
640;portl;60,00
641;kpl_s;4,00
641;kpl_m;8,00
641;kpl_l;12,00
641;ports;4,00
641;portm;8,00
641;portl;15,00
642;kpl_s;4,00
