mi0451;folate calculated by summation of free folic acid and bound folic acid;fi
mi0452;folate calculated from free folic acid and bound folic acid;fi
mi0453;folate calculated from intrinsic folic acid and added folic acid;fi
mi0512;sugar calculated as the sum of individual mono- and disaccharides;fi
mi1001;ashing;fi
mi1002;spectroscopy;fi
mi1006;atomic absorption spectroscopy;fi
mi1010;bioassay;fi
mi1013;colorimetry;fi
mi1015;column chromatography;fi
mi1017;drying;fi
mi1018;dry ashing;fi
mi1019;dye binding;fi
mi1021;enzyme hydrolysis;fi
mi1023;chemical assay;fi
mi1025;freeze drying;fi
mi1026;gas-liquid chromatography;fi
mi1037;ion-se­lective electrode;fi
mi1038;karl fisher titration;fi
mi1039;distillation titrimetry;fi
mi1044;polarimetry;fi
mi1045;radio-protein binding assay;fi
mi1046;reductiometry;fi
mi1049;schoorl method;fi
mi1053;titrimetry;fi
mi1054;total sugars method;fi
mi1060;enzymatic-colorimetric method;fi
mi1061;enzymatic, other method;fi
mi1063;englyst method;fi
mi1064;southgate method;fi
mi1081;distillation;fi
mi1103;air drying;fi
mi1121;hydrolysis;fi
mi1137;high-performance liquid chromatography;fi
mi1142;atomic emission spectroscopy;fi
mi1144;chromatography;fi
mi1152;fluorimetric method;fi
mi1154;colorimetric method;fi
mi1160;bomb calorimetry;fi
mi1165;nuclear magnetic resonance spectroscopy;fi
mi1173;microbiological assay;fi
mi1174;animal bioassay;fi
mi1182;gas chromatography mass spectroscopy;fi
mi1183;liquid chromatography - mass spectrometry;fi
mi1196;microwave ashing;fi
mi1197;wet ashing;fi
mi1202;acid hydrolysis with gravimetric quantification;fi
mi1203;radioimmunoassay;fi
mi1205;gas chromatography;fi
mi1207;refractometry;fi
mi1208;specific gravity measurement;fi
mi1209;inductively coupled plasma mass spectrometry;fi
mi1212;vacuum drying;fi
mi1213;enzymatic colorimetry;fi
mi1214;binding assay;fi
mi1215;potentiometry;fi
mi1216;thermal combustion;fi
mi1218;enzymatic;fi
mi1301;dumas method;fi
mi1302;solvent extraction;fi
mi1303;x-ray fluorescence spectroscopy;fi
mi1304;near infrared spectroscopy;fi
mi1305;inductively coupled plasma atomic emission spectrometry;fi
mi1307;enzymatic-gravimetric method;fi
mir001;analytical methods;fi
mir002;calculation methods;fi
mir003;analytical or calculation method not known;fi
mir004;difference;fi
mir005;factored summation;fi
mir006;simple summation;fi
mir007;imputation;fi
mir008;recipe calculation methods;fi
